PlayerID,PlayerName,Age,Gender,Region,Platform,FavoriteGenre,GamePlayed,AvgSessionDuration_Min,SessionsPerWeek,PurchaseType,MonthlySpend_USD,Rank,LastPlayedDate
51ad6700-45c9-4c95-8062-4dda6b04b46f,Michael Griffin,27,Other,South America,PC,Sports,FIFA 24,148,8,One-time purchase,20.89,Gold,2025-07-15
156a44f2-0b71-4b6d-b70b-58106a2588b9,Joseph Reid,13,Male,Oceania,PC,Action,Valorant,83,1,One-time purchase,21.25,Platinum,2025-04-27
9b16fc79-e89b-48c7-8f1d-c5fb96ae70c4,Allison Perez,44,Female,South America,Mobile,Adventure,Tomb Raider,138,15,Subscription,88.55,Bronze,2025-04-28
07cbd4a4-11a4-47a2-9854-8d5a722b00d7,Sean Garcia,38,Male,South America,Mobile,Sports,Madden NFL 24,75,9,Subscription,20.19,Platinum,2025-04-23
1ac77cd9-3dcb-4978-bc02-cc92710723b2,Trevor Richardson,42,Other,North America,Mobile,Shooter,CS:GO,63,6,One-time purchase,46.26,Platinum,2025-06-17
671cd842-645b-4d87-8edd-fc227ee81344,Jeffrey Estes,24,Other,Europe,Console,Strategy,Civilization VI,137,6,One-time purchase,82.13,Diamond,2025-06-19
a85c8b80-306a-4781-852c-c047c71f4db6,Heather Kelly,40,Male,Africa,Console,Shooter,PUBG,112,7,In-game purchase,26.35,Silver,2025-07-18
309534f2-f9af-4dff-b144-2eb32a2abde6,Courtney Martin,44,Male,Europe,Console,Sports,Madden NFL 24,120,6,One-time purchase,95.74,Diamond,2025-07-27
9a80729a-157c-4319-80f7-8c8565b2abe9,Robert Bauer,15,Female,Oceania,PC,Action,Valorant,172,1,Subscription,94.29,Silver,2025-06-22
d060f56a-d5ab-4305-8297-8505b9f8f51d,Jacqueline Brennan,41,Male,North America,Console,Adventure,Tomb Raider,144,19,One-time purchase,64.67,Diamond,2025-05-27
03d7f836-db86-4bc9-8a62-05c2aa71a50f,Connor Goodman,22,Other,North America,Console,Action,Overwatch,75,10,In-game purchase,44.25,Platinum,2025-04-24
04a7b5a6-1d7d-44e5-9c8a-0c5b8621d229,Angel Wyatt,28,Male,Asia,Mobile,Sports,Madden NFL 24,48,4,None,0.0,Platinum,2025-01-25
327749c0-e5c2-4b87-a907-fb7d93b87311,Rhonda Daniel,34,Other,Asia,PC,Simulation,Flight Simulator,65,3,None,0.0,Silver,2025-04-05
1549ffb8-b3f2-4205-9619-34042163953b,David Turner,45,Other,North America,PC,Adventure,The Legend of Zelda,82,12,In-game purchase,89.17,Bronze,2025-04-10
04c10f2a-22f7-4eb0-821d-77f0e3a87666,Louis Flores,34,Other,North America,PC,Strategy,Civilization VI,70,19,In-game purchase,92.22,Gold,2025-03-19
c105dc2f-9bf7-4632-9dc1-3c520a96870a,Nicole Goodman,18,Other,Asia,Console,Sports,Madden NFL 24,157,15,One-time purchase,47.82,Master,2025-04-19
a2775364-ff53-4c98-8eb5-466f191d1bc4,Jesus Rodriguez,19,Other,South America,Mobile,Sports,Madden NFL 24,42,16,In-game purchase,13.01,Silver,2025-03-24
fd1e18c8-e8e7-499d-95fd-7e909458f873,Joe Anthony MD,15,Other,Europe,Console,Simulation,Flight Simulator,149,19,None,0.0,Bronze,2025-05-03
3929a8e9-9579-40bc-accc-553182a20a56,Alex Sutton,42,Other,Europe,Console,RPG,The Witcher 3,137,6,One-time purchase,82.47,Platinum,2025-05-21
6dcf3a6e-0083-4a99-a357-5fc9ff9d0ec8,Roberta Smith,19,Other,Oceania,Mobile,Shooter,CS:GO,26,17,In-game purchase,55.21,Master,2025-04-14
d1f7cf98-3eb2-4456-aaa2-4a1ec8fc43bb,Thomas White,17,Male,Europe,Console,Simulation,Farming Simulator,48,18,None,0.0,Diamond,2025-03-05
e6ceb7e5-eff1-4f16-9781-90074a34d78d,Stacey Thomas,13,Female,Africa,Mobile,Action,Valorant,138,1,Subscription,77.0,Master,2025-03-25
84939227-92dd-4ea7-bfa2-0219b06ac089,Sheila Morgan,39,Female,Africa,Console,Sports,Madden NFL 24,109,14,One-time purchase,71.76,Platinum,2025-06-13
d24486f5-2c4a-429e-9007-905f4e29d317,Marilyn Clayton,31,Male,Asia,Console,Sports,FIFA 24,59,7,In-game purchase,28.13,Gold,2025-06-25
072c22d4-475e-4d46-b847-7400f5d3dfaa,Thomas Adams,18,Female,North America,PC,Adventure,Uncharted,90,14,One-time purchase,55.39,Bronze,2025-05-31
32fe0090-351c-4e03-a2e7-6ac06f8b744b,Jennifer Douglas,39,Female,North America,Console,Strategy,Age of Empires IV,149,16,In-game purchase,24.34,Bronze,2025-06-15
17d36766-f9eb-485b-b579-27625c715272,Jeremiah Knox,25,Male,North America,Mobile,Strategy,Civilization VI,131,5,Subscription,97.57,Platinum,2025-02-14
53e7454e-1a1f-46f6-9fd4-81a31cac23c2,Keith Phillips,20,Female,Africa,Mobile,Sports,Madden NFL 24,174,17,Subscription,37.99,Master,2025-06-09
4b9f6959-0791-4797-b909-cad59ab95868,Taylor Henderson,26,Female,Asia,PC,RPG,Elden Ring,45,6,In-game purchase,68.93,Bronze,2025-05-17
b7137a4f-90e8-49b1-a266-0dca835bf494,Cesar Nelson,39,Female,Oceania,Console,Adventure,The Legend of Zelda,130,3,None,0.0,Diamond,2025-05-25
8ecbaf77-970b-41b3-b2c8-d75f60089e02,Robin Williams,32,Other,Oceania,PC,Simulation,The Sims,49,18,In-game purchase,30.68,Diamond,2025-07-25
7a5fb985-47cd-4f72-8115-d584c1789b9d,Bethany Rodriguez,26,Other,Africa,Console,Action,Call of Duty,102,7,In-game purchase,96.81,Platinum,2025-06-16
e90c4d66-4d2b-4c14-8d23-4fc0e841b160,Rodney Nguyen,32,Other,North America,Mobile,RPG,Skyrim,39,4,One-time purchase,93.81,Gold,2025-04-24
365604c3-1d0c-4101-b354-4a37002176f8,Andrea Carrillo,19,Male,Asia,Mobile,Strategy,Age of Empires IV,47,7,One-time purchase,70.78,Diamond,2025-07-10
1ed84a69-a762-411f-94ae-b6e1fb336704,Michelle Cannon,20,Male,South America,Mobile,Sports,NBA 2K24,82,13,One-time purchase,38.65,Platinum,2025-01-09
438acf43-5a05-4eda-a66a-d65899a57f6b,Carol Brown,20,Male,North America,Mobile,Strategy,StarCraft II,42,3,None,0.0,Diamond,2025-01-14
05c0095e-f0e9-4d66-8eb2-4e880f2cc654,Julie Calhoun,30,Male,Africa,Console,Action,Overwatch,34,16,Subscription,94.43,Diamond,2025-05-22
4e803945-bd4c-4bf3-b806-4aaf31c059fc,Elizabeth Bryant,37,Male,Oceania,Mobile,RPG,Elden Ring,55,19,One-time purchase,35.39,Bronze,2025-06-03
5c1b4650-de32-4e7f-9b4f-f73068bff9ea,Debra Larsen,24,Other,Asia,Mobile,Simulation,Farming Simulator,33,18,None,0.0,Master,2025-06-13
08b6b62f-b463-43df-a651-33ac8357b01a,Jeremiah Roberts,39,Other,Europe,Console,Strategy,Civilization VI,53,1,In-game purchase,58.32,Bronze,2025-07-19
e3138623-6710-410a-806c-44d03c0e9b60,Jennifer Odom,32,Male,Europe,PC,Shooter,Apex Legends,111,2,One-time purchase,14.63,Diamond,2025-07-12
65fffa08-9351-4cd7-9203-8eebd98a6a82,Mark Lynn,15,Female,Asia,PC,Strategy,StarCraft II,28,8,Subscription,20.96,Bronze,2025-02-21
388b07c9-694d-4097-930a-cdcf0dd8a927,Edward Walker,27,Other,Oceania,PC,Sports,Madden NFL 24,167,20,None,0.0,Bronze,2025-06-07
a6624912-7e7f-44ae-afbf-b7a4a3fc348d,Elizabeth Miller,16,Other,Asia,Mobile,Sports,Madden NFL 24,47,16,One-time purchase,78.03,Master,2025-02-19
9510d0e8-7b66-4db4-b730-b5a207c4db7c,Daniel Robinson,21,Male,South America,PC,Action,Valorant,170,9,One-time purchase,31.82,Platinum,2025-07-05
3efc7732-dab9-47b5-8e9e-6ce71f4059ec,Kaitlyn Foster,19,Male,North America,Mobile,Sports,Madden NFL 24,76,14,In-game purchase,91.07,Gold,2025-02-18
2db35501-d552-4b02-8d8b-7417ac6a36c4,Kristin Jimenez,17,Other,Oceania,PC,Action,Valorant,164,11,In-game purchase,51.71,Platinum,2025-01-27
408177c7-3295-4e9e-b62c-0bb081cf3374,Tara Carpenter,31,Other,North America,PC,Simulation,Farming Simulator,149,19,One-time purchase,78.94,Gold,2025-06-01
d26084c9-d15c-4abe-a7a5-6496aee1405f,John Peters,34,Female,Europe,Console,Simulation,Flight Simulator,173,2,One-time purchase,75.46,Master,2025-01-22
d84e555c-6a58-4f00-9d21-5f25ebb313fd,Stephanie Harris,32,Female,Africa,PC,Strategy,Civilization VI,26,7,None,0.0,Master,2025-02-18
17b1adb0-3b80-4916-beb7-f00d325d148b,Amber Neal,24,Female,Oceania,Mobile,Shooter,CS:GO,43,16,None,0.0,Silver,2025-02-05
cc8903f2-90ed-4363-aec3-010c93a6d888,Meagan Martin,32,Female,Oceania,PC,Strategy,Age of Empires IV,80,20,In-game purchase,50.98,Bronze,2025-04-22
885c5302-0f25-4be1-b204-178dc3863738,Robert Richardson,20,Male,North America,Mobile,RPG,Elden Ring,175,20,In-game purchase,41.17,Gold,2025-05-31
96e67030-37ab-4501-a4f7-42699aee5950,Michael Mcgee,38,Female,South America,PC,Sports,FIFA 24,46,13,In-game purchase,82.02,Master,2025-03-12
bb6b27a3-64bf-46f3-941e-870a728436b5,Michael Tucker,41,Female,Oceania,PC,Adventure,Uncharted,83,8,Subscription,89.9,Master,2025-07-06
46c8f55d-7319-4dab-ba12-e8169ea67917,Matthew Grant,39,Other,Oceania,Console,Shooter,Apex Legends,132,16,Subscription,64.84,Bronze,2025-06-18
f2db71bb-a422-4e66-b26f-67df9cd1b9ff,Jesus Hansen,30,Female,South America,Console,Sports,FIFA 24,13,20,Subscription,24.25,Master,2025-04-03
d86e458e-3150-46de-b753-df5e9207042e,Cheryl Cummings,15,Female,North America,PC,Sports,Madden NFL 24,175,8,Subscription,17.2,Bronze,2025-04-07
0ad69bea-4b3f-4224-9208-1c9f4bcaf413,Brianna Charles,22,Male,Oceania,Mobile,Adventure,Uncharted,50,9,In-game purchase,97.21,Bronze,2025-07-14
c8d05ecd-fa22-4e10-b53e-99136a0726df,Daniel Romero Jr.,41,Female,Africa,Console,Action,Call of Duty,27,3,None,0.0,Bronze,2025-02-15
8794b17f-aa8e-49ac-b1fe-b5e7570af6f6,Jessica Buchanan,41,Female,Africa,PC,Adventure,The Legend of Zelda,135,16,Subscription,45.0,Bronze,2025-02-09
f0e83662-7bd2-42a1-abff-fcbd7e29b497,Michael Nelson,32,Male,South America,Console,Shooter,Apex Legends,10,9,None,0.0,Master,2025-04-21
57fb32cd-785b-412a-86a3-56ad999120af,Gerald Rosales,14,Male,Africa,Console,Simulation,Flight Simulator,165,11,Subscription,62.05,Diamond,2025-01-01
5ea0ad03-d96d-471b-850e-e17ed1fb82d3,Christopher White,23,Male,Europe,Console,Sports,NBA 2K24,104,13,One-time purchase,70.5,Bronze,2025-06-16
e000d4e4-8297-4f7a-a9b3-4675bb2f167f,Antonio Pierce,37,Other,Asia,PC,Adventure,Tomb Raider,131,9,In-game purchase,68.15,Gold,2025-02-05
1999dccd-cea4-4a59-99bc-a2be21e06cf9,James Powell,17,Male,North America,PC,RPG,Skyrim,159,10,In-game purchase,30.78,Bronze,2025-01-24
b8571268-02cd-4c03-85e1-48c23a8ebb47,Casey Stuart,41,Other,South America,Mobile,Sports,Madden NFL 24,46,15,In-game purchase,76.42,Master,2025-01-26
fdbba2b4-ddd5-4bf0-9e98-b1d3f9e28b68,Jamie Mcgee,43,Female,South America,Console,Action,Valorant,67,15,In-game purchase,75.67,Gold,2025-05-31
1518a91f-5358-49f0-9462-2695ed593d44,Jacob Fleming,40,Female,Europe,Console,RPG,The Witcher 3,26,19,In-game purchase,70.9,Master,2025-02-22
197e39df-61fe-4e85-9bdc-8f77713cdc7a,Craig Torres,14,Female,South America,Mobile,RPG,Skyrim,102,13,In-game purchase,40.53,Diamond,2025-04-22
7797c9c3-25fe-4b96-ba68-09ceeb82d008,Mrs. Dana French MD,23,Other,Europe,Mobile,RPG,Elden Ring,178,4,One-time purchase,54.45,Platinum,2025-06-15
781d86fc-7ba7-4c36-b14a-3f03b4872a63,Sarah Miller,25,Male,South America,PC,RPG,Skyrim,146,8,In-game purchase,95.7,Bronze,2025-07-21
734ec8d4-7e1b-428c-909c-ae02465f6ed1,Sara Hicks,32,Male,South America,Mobile,Sports,FIFA 24,73,1,None,0.0,Bronze,2025-03-25
509a44a3-487e-44a0-9b23-5da114346850,Raymond Watson,25,Female,Africa,Console,RPG,Skyrim,56,6,None,0.0,Master,2025-05-05
4edea137-a656-4eed-a5b7-bfd7813018dc,Paula Allen,20,Female,South America,PC,Shooter,CS:GO,17,12,None,0.0,Silver,2025-04-02
21665a6c-e929-4737-918d-10abcd8da0ca,Jesus Faulkner,34,Other,South America,PC,RPG,Skyrim,94,9,One-time purchase,21.13,Platinum,2025-03-31
fc0cfe01-378c-4c4a-b81c-fe35c1401904,James Wood,35,Other,Europe,PC,RPG,Skyrim,165,20,One-time purchase,55.59,Diamond,2025-05-06
36c96335-542d-4879-830d-4e0189b82692,Gina Bates,38,Male,Europe,PC,RPG,Elden Ring,39,9,In-game purchase,38.64,Silver,2025-05-02
a4f3256d-2b57-42b1-bf04-94fd277949d4,Gina Wu,34,Other,Africa,Mobile,Adventure,Tomb Raider,32,11,Subscription,91.54,Gold,2025-03-08
1ddbe005-1c39-4ff1-96ad-616a13dcb1c1,Adam Herrera,27,Male,Asia,Mobile,Strategy,StarCraft II,94,4,In-game purchase,20.82,Diamond,2025-02-27
138a267c-11b1-42f8-b116-3c2884218c0d,Bob Luna,19,Female,Oceania,Console,Shooter,PUBG,10,2,None,0.0,Bronze,2025-03-18
bde7538d-4258-4d12-b5e7-0d19698247c8,Robert Heath,19,Male,North America,PC,Adventure,Tomb Raider,10,14,None,0.0,Silver,2025-07-25
96b2d767-486c-466d-902d-f680a1011958,Tina Pierce,18,Other,Africa,Mobile,Strategy,StarCraft II,27,1,In-game purchase,49.98,Silver,2025-07-16
8c0f052d-1cd5-48cd-b312-8e5fd986eb21,Francisco Lopez,22,Other,Africa,Mobile,Simulation,Farming Simulator,80,15,Subscription,36.29,Bronze,2025-01-24
80b98d37-1e1a-444d-b67f-9469e38ef48f,Richard Sparks,41,Other,North America,Mobile,Adventure,Uncharted,122,5,One-time purchase,65.63,Diamond,2025-04-16
3f5bacb8-cfe1-4973-a64a-8fd24d348b7f,Sarah Smith,42,Male,Oceania,Console,Shooter,Apex Legends,175,20,One-time purchase,26.29,Platinum,2025-06-02
da50b71d-3b6b-420f-88b9-f21fcb716ec6,Monica Garcia,20,Other,Europe,Console,Simulation,Flight Simulator,69,4,In-game purchase,79.22,Master,2025-04-22
a4317560-3fab-46f8-93a8-dcdd48951ad5,Dustin Mendoza,23,Male,Europe,Console,Adventure,Tomb Raider,28,7,In-game purchase,58.0,Bronze,2025-01-03
5620741a-8d02-4385-9289-867f80475f36,Laura Miles,20,Male,Oceania,Console,Action,Call of Duty,18,19,In-game purchase,53.39,Master,2025-03-16
c96c5f8c-32a8-4193-b270-8d533dcc5381,Rebecca Walker,33,Other,North America,PC,Action,Call of Duty,75,13,In-game purchase,52.69,Silver,2025-05-29
b08356bb-f679-4750-b130-f868a2c3fe89,Amy Thomas,15,Other,North America,Console,RPG,Skyrim,83,20,In-game purchase,22.77,Gold,2025-07-22
71e40021-b6d1-42e5-b32d-ebfe3e242fc4,Kayla Gutierrez MD,32,Other,Asia,PC,Shooter,CS:GO,53,13,One-time purchase,97.7,Platinum,2025-06-15
6cbbd826-ada5-41e4-82d8-a07c309a9448,Janet Lowe,29,Other,Asia,Mobile,Adventure,The Legend of Zelda,87,12,In-game purchase,92.73,Master,2025-07-12
b0f7a06e-7f16-4ee7-894a-70ad310130e0,Jeremy Ware,24,Female,North America,Mobile,RPG,The Witcher 3,156,7,None,0.0,Diamond,2025-06-07
0e761c85-189a-40c8-b2cd-4151a18c46ad,Jack Lee,28,Female,Oceania,PC,Action,Call of Duty,154,11,None,0.0,Platinum,2025-05-13
814b4d79-9535-4ca7-a819-2c51f59bc9ae,Jason Hernandez,33,Other,Europe,Console,Shooter,CS:GO,100,12,One-time purchase,41.81,Platinum,2025-07-11
db5abf00-bd4a-4bc5-b02c-05079e4d8d4d,Sara Smith,31,Other,North America,Mobile,Shooter,PUBG,176,8,Subscription,44.6,Bronze,2025-04-04
8c464eaf-f746-476c-9b23-6da99a55054e,Jacob Miranda,25,Female,South America,PC,Simulation,Flight Simulator,105,5,None,0.0,Master,2025-06-16
9ecaeadc-c026-4a2b-8190-8c8b3f474190,Timothy Townsend,14,Male,Asia,Mobile,Simulation,The Sims,27,17,Subscription,37.5,Platinum,2025-01-24
6bb20905-a6e7-4dfe-a3c6-adf407321b7d,John Spencer,14,Female,South America,Console,Sports,Madden NFL 24,34,14,One-time purchase,25.27,Master,2025-04-01
81f48a8f-06bb-4311-928f-334449306072,Tiffany Meyer,21,Male,Africa,PC,Adventure,Tomb Raider,112,7,None,0.0,Diamond,2025-04-03
715d1314-2225-4d47-acc6-fa47a9ce3a92,Angela Robinson,33,Male,Oceania,PC,Sports,Madden NFL 24,119,6,One-time purchase,7.57,Master,2025-02-01
991af4ec-13cf-4ed4-9e0f-21b68b7d2df4,Hunter Castro,34,Female,Asia,Mobile,Shooter,Apex Legends,149,1,One-time purchase,47.85,Gold,2025-04-07
6da54d12-659a-44b7-a0a3-8000a64b0519,Joseph Harris,28,Male,Africa,Console,RPG,The Witcher 3,19,15,In-game purchase,37.8,Master,2025-01-25
dc6a879e-e153-4a93-94d0-e8656429002a,Matthew Mejia,28,Other,South America,Mobile,Action,Call of Duty,21,9,In-game purchase,19.8,Silver,2025-05-08
2d7a6737-e402-4a90-b860-edbedb8a4e08,Kelly Johnson,13,Male,Europe,PC,Sports,FIFA 24,99,6,In-game purchase,37.64,Master,2025-03-30
02044178-f950-4856-8c35-61459c96742a,Angela Rivera,21,Other,Oceania,PC,Shooter,Apex Legends,93,7,In-game purchase,32.35,Silver,2025-04-20
2d6d6670-2f6b-4553-9101-0a4164903f4c,Nathaniel Leonard,28,Other,Oceania,Console,Sports,NBA 2K24,180,5,Subscription,95.33,Master,2025-02-08
d4d15ed9-587c-4b5e-83b9-56db172fbe95,Bryan Horn,35,Other,South America,Console,Simulation,Farming Simulator,85,19,One-time purchase,36.43,Gold,2025-07-05
88088fd2-92e2-4123-9d44-098f1073fa9e,Patricia Carpenter,27,Other,Asia,Mobile,Action,Overwatch,146,12,None,0.0,Bronze,2025-04-21
87afe3fc-a79f-4d69-8ee6-8aaf200aff29,Nicole Smith,41,Female,North America,Console,RPG,Elden Ring,108,18,In-game purchase,50.33,Diamond,2025-01-03
a620a95a-6f57-4544-81ee-a571945afb6d,Dr. Suzanne Conley DDS,38,Other,Europe,PC,RPG,The Witcher 3,157,16,Subscription,15.34,Master,2025-02-13
05233c20-a3d7-41cc-b28c-aa1a0a76d14c,Veronica Nguyen,37,Female,Africa,Console,Shooter,PUBG,68,3,Subscription,50.07,Silver,2025-04-10
28d87e4b-ecc2-4529-9698-1477653d8ff3,Justin Salinas,21,Male,Oceania,PC,Simulation,Flight Simulator,163,11,None,0.0,Diamond,2025-02-22
10f509e2-289a-41f7-8653-41c06bcaa6b4,Philip Howard,40,Male,South America,Mobile,Simulation,Flight Simulator,112,19,Subscription,93.46,Platinum,2025-04-19
3006bb42-0661-4eb4-a296-652131b8e673,Cheryl Martinez,23,Female,Oceania,Console,Adventure,The Legend of Zelda,156,17,In-game purchase,10.47,Bronze,2025-07-19
660aa7cb-cb16-448a-98ba-b70e0682c2cd,Jason Garcia,30,Female,South America,PC,Strategy,Age of Empires IV,72,14,None,0.0,Gold,2025-07-02
6d35fbf3-6350-48fe-81c8-3f0e55d1ec75,Kenneth Clarke,33,Other,South America,PC,Shooter,PUBG,68,11,One-time purchase,96.09,Diamond,2025-07-27
232fbf2a-4153-44bf-9b09-81b65d045985,Charlene Lopez,36,Female,South America,PC,Sports,Madden NFL 24,35,12,One-time purchase,83.08,Master,2025-03-08
5caf16d8-dd83-4f52-aedf-65691c608131,Joshua Brown,27,Female,Oceania,Console,Simulation,The Sims,173,11,None,0.0,Diamond,2025-07-07
33f77e5b-904b-458d-a479-8e4e32d7297a,Karen Anderson,29,Female,Europe,PC,Adventure,The Legend of Zelda,142,17,In-game purchase,14.0,Platinum,2025-06-26
f1c57b79-5449-4393-aeaf-b5dc81bf2dfd,Jeffery Kirby,39,Other,North America,Mobile,Strategy,Civilization VI,123,16,None,0.0,Silver,2025-04-07
8e5563c8-e67b-4c22-8231-024327a2448b,Kathleen Morgan,34,Male,South America,Console,Shooter,Apex Legends,173,14,None,0.0,Silver,2025-04-14
ac93bd11-24d4-4e07-bb8c-245336da3436,Michele Duran,22,Other,Asia,PC,Strategy,Age of Empires IV,86,1,One-time purchase,23.81,Diamond,2025-02-01
807de909-eaa9-4dea-aa44-136a3f0ab017,Cynthia Contreras,13,Female,North America,PC,RPG,Skyrim,60,19,Subscription,72.31,Gold,2025-02-13
aac544c0-9263-47b5-b634-532799e68804,Bryan Anderson,15,Male,South America,Mobile,Strategy,StarCraft II,119,19,One-time purchase,55.04,Silver,2025-04-05
59db04b0-abe1-4519-bbfe-69be65b895f3,Thomas Bond,27,Female,Oceania,Console,RPG,Elden Ring,135,8,One-time purchase,12.56,Diamond,2025-07-22
18e7b886-cfd8-42ee-87e9-2b30fa19c960,Audrey Jackson,16,Other,Asia,Mobile,Simulation,Farming Simulator,98,10,Subscription,65.56,Diamond,2025-03-04
5b50c44d-47fa-4ded-9f94-927ff48a2368,Michael Thompson,42,Other,South America,Console,RPG,The Witcher 3,63,11,None,0.0,Platinum,2025-06-30
e9fac2fc-03e6-4aaf-bc22-51e3b21cf33c,Derek Burton,45,Female,Africa,PC,RPG,The Witcher 3,40,2,None,0.0,Platinum,2025-01-23
2917a2f8-2f3c-4e20-9402-d43f80b2b2f4,Brenda Baxter,27,Female,Africa,Mobile,RPG,Skyrim,139,14,None,0.0,Master,2025-01-06
8733cc03-72ea-4823-8062-019b7771b9ba,Tyler Anderson,20,Other,North America,Console,Shooter,PUBG,57,15,None,0.0,Silver,2025-01-21
a45db155-83e1-4923-a04a-c6fc008d21f1,Tammy Miller,19,Male,Europe,PC,Sports,FIFA 24,134,14,In-game purchase,31.07,Platinum,2025-07-07
77fd0e79-1f31-442b-b220-c601750b9a72,Timothy Long,42,Other,Asia,PC,Shooter,Apex Legends,10,9,Subscription,66.92,Diamond,2025-06-12
8464828d-dd56-4145-b18a-3b2eef82e305,Katrina Thompson,43,Male,South America,Mobile,Action,Call of Duty,101,13,Subscription,83.11,Silver,2025-07-06
6c17d556-c5c5-4e96-b745-9553c96c12fa,Susan Erickson,20,Female,Asia,Console,RPG,The Witcher 3,153,1,In-game purchase,98.56,Silver,2025-06-17
c86e8a69-40d7-473b-901f-9cd42439aca6,Thomas Stevenson,23,Other,Europe,PC,Sports,Madden NFL 24,32,12,None,0.0,Master,2025-01-04
56310ba1-f05d-43ba-af40-808616730d08,Joe Sanchez,29,Other,South America,Mobile,Sports,NBA 2K24,43,6,One-time purchase,14.18,Diamond,2025-01-21
53e763d9-44fc-46dc-a0fa-359cadafdb16,John Villarreal,23,Male,North America,PC,Action,Call of Duty,169,11,One-time purchase,51.0,Diamond,2025-07-22
1472b182-5d0f-46ae-b9ec-3f161929a2d5,Amanda Fowler,20,Male,North America,PC,Strategy,Age of Empires IV,97,2,In-game purchase,44.67,Bronze,2025-06-16
6b15dc43-5551-4b02-b585-308bec6828ba,Alice Mendoza,28,Male,Asia,Console,Strategy,Civilization VI,132,18,Subscription,34.2,Silver,2025-05-28
bdccf4a5-e5ec-4a45-889f-64874bfcd3e6,Bradley Nunez,41,Other,Oceania,Mobile,RPG,Elden Ring,23,8,Subscription,39.72,Gold,2025-07-22
f08484be-fa89-46eb-83b6-9dc2f835819d,Frank Dickerson,43,Female,South America,Mobile,Adventure,The Legend of Zelda,103,8,None,0.0,Silver,2025-01-17
b78639c1-a3bc-45a7-b4cf-325232941ef1,Brianna Mckay,27,Other,South America,PC,Shooter,PUBG,63,14,None,0.0,Master,2025-07-19
7e4afea3-c3c5-4106-8236-4c5e0caea4a6,Melissa Morse,19,Other,North America,Console,Sports,NBA 2K24,173,7,In-game purchase,83.27,Bronze,2025-02-04
6d1c0f33-fe13-4941-94f6-88ef29be0820,Diane Rodriguez,22,Other,South America,Console,Simulation,The Sims,164,8,None,0.0,Platinum,2025-05-22
77ca3b4a-5d82-4dbb-95d6-0365ecdd70df,Jessica Bridges,25,Female,North America,Mobile,Sports,NBA 2K24,73,5,None,0.0,Diamond,2025-06-28
6986ad8f-a139-46e6-bbd4-2be6ab22de5d,Kevin Knapp,41,Male,North America,Mobile,Adventure,The Legend of Zelda,52,16,Subscription,77.03,Gold,2025-03-14
